bbm,platform_record,match_type,quadrant,confidence,justification,breakdown,review_required,accepted,llm_reason,guardrail,synonym_match,synonym_evidence,candidate_group_size,candidate_group_ids,bbm_sci_name,bbm_genus,bbm_species,bbm_collector,bbm_date,bbm_locality,platform_sci_name,platform_genus,platform_species,platform_collector,platform_date,platform_locality
BBM:F026009,MO:138878,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F026009; MO:138878,thelephora penicillata,thelephora,penicillata,,2013-06-29,"victoria, saanich peninsula, observatory hill; eastern slope behind the small dome, a small depresion with thuja plicata",thelephora penicillata,thelephora,penicillata,oluna & adolf ceska,2013-06-29,"observatory hill, victoria, british columbia, canada"
BBM:F026397,MO:154944,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F026397; MO:154944,thelephora palmata,thelephora,palmata,,2013-11-27,"victoria, saanich peninsula, observatory hill; along the paved road, just above the main gate, on the right side going up",thelephora palmata,thelephora,palmata,oluna & adolf ceska,2013-11-27,"observatory hill, victoria, british columbia, canada"
BBM:F026258,MO:152711,similar,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F026258; MO:152711,lepista irina,lepista,irina,,2013-11-06,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",lepista irina,lepista,irina,oluna & adolf ceska,2013-11-14,"observatory hill, victoria, british columbia, canada"
BBM:F025979,MO:136188,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025979; MO:136188,chlorociboria aeruginascens,chlorociboria,aeruginascens,,2013-06-10,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road",chlorociboria aeruginascens,chlorociboria,aeruginascens,oluna & adolf ceska,2013-06-10,"observatory hill, victoria, british columbia, canada"
BBM:F025608,MO:119025,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025608; MO:119025,rutstroemia sydowiana,rutstroemia,sydowiana,,2012-11-12,"victoria, saanich peninsula, observatory hill; ridge behind the small dome",rutstroemia sydowiana,rutstroemia,sydowiana,oluna & adolf ceska,2012-11-12,"observatory hill, victoria, british columbia, canada"
BBM:F028098,MO:120182,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028098; MO:120182,rutstroemia petiolorum,rutstroemia,petiolorum,,2012-12-13,"vancouver island, duncan, elkington garry oak reserve",rutstroemia petiolorum,rutstroemia,petiolorum,oluna & adolf ceska,2012-12-13,"""elkington property"", 1241 maple bay rd., cowichan garry oak preserve, duncan, vancouver island, british columbia, canada"
BBM:F024687,MO:63312,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024687; MO:63312,microglossum olivaceum,microglossum,olivaceum,,2010-11-12,"victoria, saanich peninsula, observatory hill; eastern slope behind the small dome, large depression with thuja plicata in the mid-slope",microglossum olivaceum,microglossum,olivaceum,oluna & adolf ceska,2010-11-12,"observatory hill, victoria, british columbia, canada"
BBM:F029696,MO:167596,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F029696; MO:167596,microglossum viride,microglossum,viride,,2008-04-01,"saanich peninsula, tod inlet off wallace road",microglossum viride,microglossum,viride,oluna & adolf ceska,2008-04-04,"tod inlet, saanich peninsula, vancouver island, british columbia, canada"
BBM:F016590,MO:77971,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F016590; MO:77971,caloscypha fulgens,caloscypha,fulgens,,2008-05-26,"graham island, anvil trail",caloscypha fulgens,caloscypha,fulgens,oluna & adolf ceska,2008-05-26,"anvil trail, yakoun river, graham island, queen charlotte islands, british columbia, canada"
BBM:F027883,MO:93767,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027883; MO:93767,phylloporus rhodoxanthus,phylloporus,rhodoxanthus,,2012-05-02,"duncan, mount tzouhalem, chase property",phylloporus rhodoxanthus,phylloporus,rhodoxanthus,oluna & adolf ceska,2012-05-02,"chase property, mount tzouhalem, duncan, british columbia, canada"
BBM:F028190,MO:132787,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028190; MO:132787,phylloporus rhodoxanthus,phylloporus,rhodoxanthus,,2013-04-27,"metchosin, van der meer - camosun college property",phylloporus rhodoxanthus,phylloporus,rhodoxanthus,oluna & adolf ceska,2013-04-27,"van der meer - camosun college property, metchosin, british columbia, canada"
BBM:F031847,MO:131682,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031847; MO:131682,phylloporus rhodoxanthus,phylloporus,rhodoxanthus,,2005-11-22,"victoria, saanich peninsula, observatory hill; mixed forest behind the smaller dome",phylloporus rhodoxanthus,phylloporus,rhodoxanthus,oluna & adolf ceska,2005-11-22,"observatory hill, victoria, british columbia, canada"
BBM:F024493,MO:67943,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F024493; MO:67943,pluteus podospileus,pluteus,podospileus,,2010-09-01,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus podospileus,pluteus,podospileus,oluna & adolf ceska,2010-09-01,"observatory hill, victoria, british columbia, canada"
BBM:F024510,MO:67941,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F024510; MO:67941,pluteus thomsonii,pluteus,thomsonii,,2010-09-14,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus thomsonii,pluteus,thomsonii,oluna & adolf ceska,2010-09-16,"observatory hill, victoria, british columbia, canada"
BBM:F025123,MO:71514,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F025123; MO:71514,pluteus thomsonii,pluteus,thomsonii,,2011-06-30,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus thomsonii,pluteus,thomsonii,oluna & adolf ceska,2011-06-30,"observatory hill, victoria, british columbia, canada"
BBM:F025165,MO:75852,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F025165; BBM:F025166; MO:75852,pluteus podospileus,pluteus,podospileus,,2011-09-08,"victoria, saanich peninsula, observatory hill; s-slope, below the paved road, along the ephemeral creek",pluteus podospileus,pluteus,podospileus,oluna & adolf ceska,2011-09-08,"observatory hill, victoria, british columbia, canada"
BBM:F025166,MO:75852,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F025165; BBM:F025166; MO:75852,pluteus podospileus,pluteus,podospileus,,2011-09-08,"victoria, saanich peninsula, observatory hill; s-slope, below the paved road, along the ephemeral creek",pluteus podospileus,pluteus,podospileus,oluna & adolf ceska,2011-09-08,"observatory hill, victoria, british columbia, canada"
BBM:F025175,MO:77969,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F025175; MO:77969,pluteus pumae,pluteus,pumae,,2011-09-28,"victoria, saanich peninsula, observatory hill; e-slope, below the paved road, along the ephemeral creek",pluteus pumae,pluteus,pumae,oluna & adolf ceska,2011-09-28,"observatory hill, victoria, british columbia, canada"
BBM:F025321,MO:84512,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,05",False,True,,,True,indexfungorum:pluteus plautus; mo:pluteus plautus,2,BBM:F025321; MO:84512,pluteus depauperatus,pluteus,depauperatus,,2011-12-10,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road",pluteus plautus,pluteus,plautus,oluna & adolf ceska,2011-12-10,"observatory hill, victoria, british columbia, canada"
BBM:F025500,MO:95524,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F025500; MO:95524,pluteus thomsonii,pluteus,thomsonii,,2012-05-25,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus thomsonii,pluteus,thomsonii,oluna & adolf ceska,2012-05-25,"observatory hill, victoria, british columbia, canada"
BBM:F025522,MO:98217,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F025522; MO:98217,pluteus petasatus,pluteus,petasatus,,2012-06-20,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus petasatus,pluteus,petasatus,oluna & adolf ceska,2012-06-20,"observatory hill, victoria, british columbia, canada"
BBM:F025523,MO:98424,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F025523; BBM:F025524; MO:98424,pluteus primus,pluteus,primus,,2012-06-20,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus primus,pluteus,primus,oluna & adolf ceska,2012-06-20,"observatory hill, victoria, british columbia, canada"
BBM:F025524,MO:98424,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F025523; BBM:F025524; MO:98424,pluteus primus,pluteus,primus,,2012-06-20,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus primus,pluteus,primus,oluna & adolf ceska,2012-06-20,"observatory hill, victoria, british columbia, canada"
BBM:F025551,MO:102706,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F025551; MO:102706,pluteus thomsonii,pluteus,thomsonii,,2012-07-20,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus thomsonii,pluteus,thomsonii,oluna & adolf ceska,2012-07-20,"observatory hill, victoria, british columbia, canada"
BBM:F026040,MO:144593,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,3,BBM:F026040; BBM:F026144; MO:144593,pluteus plautus,pluteus,plautus,,2013-08-30,"victoria, saanich peninsula, observatory hill; ne corner",pluteus plautus,pluteus,plautus,oluna & adolf ceska,2013-07-30,"observatory hill, victoria, british columbia, canada"
BBM:F026144,MO:144593,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,05",False,True,,,True,indexfungorum:pluteus plautus; mo:pluteus plautus,3,BBM:F026040; BBM:F026144; MO:144593,pluteus depauperatus,pluteus,depauperatus,,2013-10-12,"victoria, saanich peninsula, observatory hill; above the steep (wetern) side of the 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",pluteus plautus,pluteus,plautus,oluna & adolf ceska,2013-07-30,"observatory hill, victoria, british columbia, canada"
BBM:F026041,MO:144592,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F026041; MO:144592,pluteus podospileus,pluteus,podospileus,,2013-08-30,"victoria, saanich peninsula, observatory hill; ne corner",pluteus podospileus,pluteus,podospileus,oluna & adolf ceska,2013-07-30,"observatory hill, victoria, british columbia, canada"
BBM:F026145,MO:148518,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F026145; MO:148518,pluteus pumae,pluteus,pumae,,2013-10-12,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",pluteus pumae,pluteus,pumae,oluna & adolf ceska,2013-10-12,"observatory hill, victoria, british columbia, canada"
BBM:F026618,MO:64023,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F026618; MO:64023,pluteus cinereofuscus,pluteus,cinereofuscus,,2008-08-07,"victoria, saanich peninsula, observatory hill; ne corner of the federal property, in drying up muddy ephemeral creek",pluteus cinereofuscus,pluteus,cinereofuscus,oluna & adolf ceska,2008-08-07,"observatory hill, victoria, british columbia, canada"
BBM:F027816,MO:79862,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027816; MO:79862,pluteus primus,pluteus,primus,,2011-10-14,"whistler village, kadenwood drive, forest between the creek and railroad",pluteus primus,pluteus,primus,oluna & adolf ceska,2011-10-14,"kadenwood drive, whistler, british columbia, canada"
BBM:F028945,MO:172833,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028945; MO:172833,pluteus hesperius,pluteus,hesperius,,2006-10-24,"victoria, saanich peninsula, observatory hill; mixed forest between the paved road and the ephemeral creek",pluteus hesperius,pluteus,hesperius,oluna & adolf ceska,2006-10-24,"observatory hill, victoria, british columbia, canada"
BBM:F029123,MO:171147,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029123; MO:171147,pluteus plautus,pluteus,plautus,,2007-02-10,"colwood, royal roads university, forest across from the tennis courts",pluteus plautus,pluteus,plautus,oluna & adolf ceska,2007-02-10,"royal roads university, colwood, victoria, british columbia, canada"
BBM:F029314,MO:64026,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F029314; BBM:F029315; MO:64026,pluteus nanus,pluteus,nanus,,2007-09-14,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus nanus,pluteus,nanus,oluna & adolf ceska,2007-09-14,"observatory hill, victoria, british columbia, canada"
BBM:F029315,MO:64026,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F029314; BBM:F029315; MO:64026,pluteus nanus,pluteus,nanus,,2007-09-14,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",pluteus nanus,pluteus,nanus,oluna & adolf ceska,2007-09-14,"observatory hill, victoria, british columbia, canada"
